Label,Discription,Price,Currency,Location,Catagory,Image
2012 VAZ (Lada) 2107 1.7L,2012 Year 45890 km Gasoline,3500,USD,Armavir,1,https://s.list.am/g/768/70162768.webp
2016 Chrysler 200 2.4L,2016 Year 145000 km Gasoline,10500,USD,Gyumri,1,https://s.list.am/g/584/51433584.webp
1998 Honda CR-V 2.0L all wheel drive,1998 Year 225000 km Gasoline,6000,USD,Erebuni,1,https://s.list.am/g/448/68421448.webp
2008 Lexus RX 3.5L all wheel drive gas,2008 Year 163500 km Gasoline,15000,USD,Malatia-Sebastia,1,https://s.list.am/g/790/70384790.webp
1999 Opel Vectra 1.6L gas,1999 Year 200000 km Gasoline,4500,USD,Stepanavan,1,https://s.list.am/g/546/70889546.webp
2022 Toyota Camry 2.5L,2022 Year 950 km Gasoline,43500,USD,Gyumri,1,https://s.list.am/g/532/70889532.webp
1996 Ford Transit wagon 2.5L diesel,1996 Year 300000 km Diesel,4000,USD,Erebuni,1,https://s.list.am/g/074/68844074.webp
2005 Mercedes-Benz CLS-Class wagon 5.0L,2005 Year 136000 km Gasoline,4700,USD,Avan,1,https://s.list.am/g/518/69842518.webp
2017 BMW 4 Series 2.0L,2017 Year 61000 miles Gasoline,24800,USD,Kentron,1,https://s.list.am/g/258/70639258.webp
2008 Mercedes-Benz E-Class 3.5L,2008 Year 300000 km Gasoline,11000,USD,Malatia-Sebastia,1,https://s.list.am/g/009/68726009.webp
2013 Toyota Camry 2.5L,2013 Year 155000 miles Gasoline,15700,USD,Kentron,1,https://s.list.am/g/899/70731899.webp
2014 Hyundai Elantra 1.8L gas,2014 Year 100000 km Gasoline,13000,USD,Artashat,1,https://s.list.am/g/004/69997004.webp
2014 Mercedes-Benz S-Class 3.5L,2014 Year 99000 km Gasoline,49700,USD,Kentron,1,https://s.list.am/g/735/68954735.webp
2012 Infiniti FX35 3.5L all wheel drive gas,2012 Year 83000 miles Gasoline,19500,USD,Shengavit,1,https://s.list.am/g/292/70035292.webp
2012 Ford Escape 1.6L all wheel drive,2012 Year 120000 miles Gasoline,11200,USD,Nor Nork,1,https://s.list.am/g/172/68296172.webp
2018 BMW 7 Series 4.4L all wheel drive,2018 Year 52500 miles Gasoline,52000,USD,Kentron,1,https://s.list.am/g/891/69352891.webp
2010 Toyota Camry 2.5L gas,2010 Year 175000 miles Gasoline,11500,USD,Hayanist,1,https://s.list.am/g/255/66486255.webp
2005 Opel Zafira 1.6L gas,2005 Year 250000 km Gasoline,3000000,AMD,Solak,1,https://s.list.am/g/111/60797111.webp
2020 BMW X7 3.0L all wheel drive,2020 Year 16500 miles Gasoline,78500,USD,Kentron,1,https://s.list.am/g/474/70149474.webp
2000 Mercedes-Benz E-Class 3.2L gas,2000 Year 220000 km Gasoline,6700,USD,Echmiadzin,1,https://s.list.am/g/274/68892274.webp
2019 BMW M5 4.4L all wheel drive,2019 Year 30000 miles Gasoline,89000,USD,Kentron,1,https://s.list.am/g/973/69273973.webp
2004 Honda Elysion 2.4L all wheel drive gas,2004 Year 198000 km Gasoline,10000,USD,Echmiadzin,1,https://s.list.am/g/571/70691571.webp
2004 Mercedes-Benz C-Class 2.4L all wheel drive gas,2004 Year 270000 km Gasoline,7500,USD,Katnaghbyur,1,https://s.list.am/g/433/69939433.webp
2016 Nissan Rogue 2.5L,2016 Year 50000 km Gasoline,15500,USD,Ajapnyak,1,https://s.list.am/g/505/70889505.webp
2006 Nissan X-Trail 2.0L all wheel drive gas,2006 Year 150000 km Gasoline,7300,USD,Kentron,1,https://s.list.am/g/466/67774466.webp
2018 Mazda 6 2.5L,2018 Year 66000 km Gasoline,24000,USD,Kentron,1,https://s.list.am/g/337/66782337.webp
1996 Opel Vectra 2.0L gas,1996 Year 320000 km Gasoline,3600,USD,Metsamor,1,https://s.list.am/g/935/70622935.webp
2017 Hyundai Elantra 2.0L,2017 Year 36000 miles Gasoline,14000,USD,Echmiadzin,1,https://s.list.am/g/235/70362235.webp
1999 Mercedes-Benz E-Class 3.2L gas,1999 Year 300000 km Gasoline,5500,USD,Ashtarak,1,https://s.list.am/g/659/65908659.webp
2004 Toyota Alphard 2.4L gas,2004 Year 250000 km Gasoline,10000,USD,Ashtarak,1,https://s.list.am/g/669/68906669.webp
2016 Nissan Rogue 2.5L all wheel drive gas,2016 Year 61000 miles Gasoline,15500,USD,Armavir,1,https://s.list.am/g/416/65426416.webp
1996 Honda CR-V 2.0L all wheel drive gas,1996 Year 388000 km Gasoline,1000000,AMD,Ashtarak,1,https://s.list.am/g/574/64532574.webp
2006 Lexus GX 4.7L all wheel drive gas,2006 Year 235000 km Gasoline,26100,USD,Kentron,1,https://s.list.am/g/951/66517951.webp
2011 VAZ (Lada) 2107 1.7L gas,2011 Year 136000 km Gasoline,4400,USD,Vanadzor,1,https://s.list.am/g/483/70889483.webp
2018 Ford Fusion (North America) 2.5L,2018 Year 85000 km Gasoline,9800,USD,Erebuni,1,https://s.list.am/g/576/70702576.webp
2003 Mercedes-Benz G-Class 5.0L all wheel drive gas,2003 Year 160000 km Gasoline,39000,USD,Malatia-Sebastia,1,https://s.list.am/g/295/67221295.webp
2018 Nissan Sentra 1.8L,2018 Year 47000 miles Gasoline,13000,USD,Armavir,1,https://s.list.am/g/359/68298359.webp
2019 Hyundai Sonata 2.4L,2019 Year 69000 km Gasoline,16500,USD,On The Way,1,https://s.list.am/g/063/70505063.webp
2017 Nissan Rogue 2.5L all wheel drive,2017 Year 64000 miles Gasoline,19500,USD,Armavir,1,https://s.list.am/g/553/69112553.webp
2017 VAZ (Lada) Priora 1.6L gas,2017 Year 67000 km Gasoline,8200,USD,Vanadzor,1,https://s.list.am/g/520/70031520.webp
2008 GAZ (ГАЗ) ГАЗель 2.7L gas,2008 Year 300000 km Gasoline,6500,USD,Davitashen,1,https://s.list.am/g/092/69731092.webp
2002 Mercedes-Benz C-Class 2.0L gas,2002 Year 208000 km Gasoline,6300,USD,Davitashen,1,https://s.list.am/g/262/70212262.webp
2013 Mazda 6 2.5L,2013 Year 115000 miles Gasoline,13800,USD,Malatia-Sebastia,1,https://s.list.am/g/017/66800017.webp
2000 Opel Astra wagon 1.8L gas,2000 Year 320000 km Gasoline,5000,USD,Ashotsk,1,https://s.list.am/g/551/60725551.webp
2008 Nissan Tiida hatchback 1.5L gas,2008 Year 144000 km Gasoline,6300,USD,Malatia-Sebastia,1,https://s.list.am/g/787/68757787.webp
2017 BMW 3 Series 3.0L,2017 Year 115000 km Gasoline,25000,USD,Kanaker-Zeytun,1,https://s.list.am/g/926/67765926.webp
1996 BMW 5 Series 2.8L gas,1996 Year 260000 km Gasoline,4100,USD,Abovian,1,https://s.list.am/g/456/70089456.webp
2007 Porsche Cayenne 4.8L all wheel drive,2007 Year 235000 km Gasoline,13200,USD,Arabkir,1,https://s.list.am/g/858/64727858.webp
2022 Lexus RX 3.5L all wheel drive,2022 Year 1170 km Gasoline,87000,USD,Kentron,1,https://s.list.am/g/153/69061153.webp
2012 Hyundai Tucson 2.4L gas,2012 Year 147000 miles Gasoline,12800,USD,Erebuni,1,https://s.list.am/g/348/70459348.webp
2018 Toyota Fortuner 2.7L all wheel drive,2018 Year 50000 km Gasoline,43000,USD,Davitashen,1,https://s.list.am/g/529/69731529.webp
2021 Lexus NX 2.0L all wheel drive,2021 Year 6300 km Gasoline,48500,USD,Kentron,1,https://s.list.am/g/559/67175559.webp
2016 Genesis G80 3.8L,2016 Year 70000 km Gasoline,26900,USD,Avan,1,https://s.list.am/g/613/69061613.webp
2015 Mercedes-Benz GLE-Class 3.5L all wheel drive,2015 Year 100000 km Gasoline,39000,USD,Avan,1,https://s.list.am/g/014/65961014.webp
2012 Lexus GS 3.5L all wheel drive,2012 Year 225000 km Gasoline,17000,USD,Kentron,1,https://s.list.am/g/514/70280514.webp
1999 Mercedes-Benz C-Class 1.8L gas,1999 Year 400000 km Gasoline,5000,USD,Gyumri,1,https://s.list.am/g/441/70889441.webp
2021 VAZ (Lada) 2121 (4x4) 1.7L all wheel drive,2021 Year 24000 km Gasoline,14200,USD,Avan,1,https://s.list.am/g/438/70889438.webp
2000 Opel Astra hatchback 1.8L gas,2000 Year 300000 km Gasoline,5300,USD,Malatia-Sebastia,1,https://s.list.am/g/431/70889431.webp
1962 GAZ (ГАЗ) 21 Volga 2.4L,1962 Year 97000 km Gasoline,13000,USD,Vanadzor,1,https://s.list.am/g/758/63202758.webp
2002 Mercedes-Benz E-Class 4.7L gas,2002 Year 130000 km Gasoline,8500,USD,Erebuni,1,https://s.list.am/g/237/66638237.webp
2008 Mercedes-Benz E-Class 3.5L all wheel drive gas,2008 Year 20 km Gasoline,10600,USD,Armavir,1,https://s.list.am/g/419/70319419.webp
2002 Mercedes-Benz G-Class 5.0L all wheel drive gas,2002 Year 91000 km Gasoline,16900,USD,Erebuni,1,https://s.list.am/g/182/69234182.webp
2019 Kia Optima 2.4L,2019 Year 42000 miles Gasoline,15500,USD,USA,1,https://s.list.am/g/521/69150521.webp
2006 Nissan Fuga 2.5L gas,2006 Year 182000 km Gasoline,5000,USD,Malatia-Sebastia,1,https://s.list.am/g/128/67038128.webp
2016 Infiniti QX70 3.7L all wheel drive,2016 Year 76000 miles Gasoline,28000,USD,Gyumri,1,https://s.list.am/g/522/69355522.webp
2004 Volkswagen Polo hatchback 1.4L gas,2004 Year 130000 km Gasoline,5300,USD,Ajapnyak,1,https://s.list.am/g/972/69737972.webp
2016 Kia Sportage 2.4L all wheel drive,2016 Year 45000 km Gasoline,18000,USD,Nor Nork,1,https://s.list.am/g/991/70169991.webp
2013 Hyundai Elantra 1.8L gas,2013 Year 105000 miles Gasoline,10000,USD,Ajapnyak,1,https://s.list.am/g/236/70031236.webp
1999 Opel Astra wagon 1.8L gas,1999 Year 310000 km Gasoline,3900,USD,Voskevaz,1,https://s.list.am/g/992/70483992.webp
2019 Mazda CX-9 2.5L all wheel drive,2019 Year 43000 km Gasoline,40500,USD,Avan,1,https://s.list.am/g/341/70230341.webp
2017 Kia Forte 2.0L,2017 Year 71 miles Gasoline,15800,USD,Ajapnyak,1,https://s.list.am/g/710/68762710.webp
1995 Mercedes-Benz C-Class 2.0L gas,1995 Year 395000 km Gasoline,1000000,AMD,Malatia-Sebastia,1,https://s.list.am/g/932/70112932.webp
1995 Mercedes-Benz C-Class 2.8L gas,1995 Year 300000 km Gasoline,5900,USD,Sisian,1,https://s.list.am/g/748/70795748.webp
2008 Toyota Camry 2.4L gas,2008 Year 150000 miles Gasoline,9500,USD,Gyumri,1,https://s.list.am/g/403/70889403.webp
2007 Nissan X-Trail 2.0L all wheel drive gas,2007 Year 149000 km Gasoline,10300,USD,Kapan,1,https://s.list.am/g/891/61482891.webp
2006 Mercedes-Benz C-Class 2.5L gas,2006 Year 185000 miles Gasoline,4200,USD,Shengavit,1,https://s.list.am/g/652/66271652.webp
2018 Kia Optima 2.4L,2018 Year 10800 miles Gasoline,23300,USD,Gyumri,1,https://s.list.am/g/884/68455884.webp
2019 Kia Optima 2.4L,2019 Year 61000 miles Gasoline,21900,USD,Gyumri,1,https://s.list.am/g/126/68251126.webp
2018 Nissan Rogue 2.5L,2018 Year 87000 miles Gasoline,18700,USD,Malatia-Sebastia,1,https://s.list.am/g/899/68987899.webp
1999 VAZ (Lada) 21099 1.5L gas,1999 Year 385000 km Gasoline,2200,USD,Bazmaghbyur,1,https://s.list.am/g/839/70596839.webp
2016 Chrysler 200 2.4L all wheel drive,2016 Year 128000 km Gasoline,13500,USD,Avan,1,https://s.list.am/g/608/70889608.webp
1985 UAZ (УАЗ) 469 2.4L all wheel drive gas,1985 Year 83000 km Gasoline,950000,AMD,Vanadzor,1,https://s.list.am/g/605/70889605.webp
1996 Mercedes-Benz C-Class 1.8L gas,1996 Year 242000 km Gasoline,5400,USD,Aparan,1,https://s.list.am/g/595/70889595.webp
2014 Hyundai Elantra 1.8L gas,2014 Year 125600 km Gasoline,11500,USD,Ajapnyak,1,https://s.list.am/g/623/70817623.webp
1992 BMW 3 Series 2.0L,1992 Year 255000 km Gasoline,3500,USD,Erebuni,1,https://s.list.am/g/714/70779714.webp
2005 Mercedes-Benz S-Class 3.5L,2005 Year 180000 km Gasoline,12800,USD,Avan,1,https://s.list.am/g/023/67999023.webp
2011 Volkswagen Jetta 2.5L gas,2011 Year 180000 km Gasoline,11500,USD,Kosh,1,https://s.list.am/g/710/59617710.webp
1996 Ford Transit 2.5L diesel,1996 Year 405000 km Diesel,3200,USD,Echmiadzin,1,https://s.list.am/g/685/63189685.webp
2020 Toyota Corolla 2.0L,2020 Year 37157 miles Gasoline,21200,USD,Kentron,1,https://s.list.am/g/828/70441828.webp
2006 Mercedes-Benz S-Class 5.5L gas,2006 Year 242000 km Gasoline,14000,USD,Malatia-Sebastia,1,https://s.list.am/g/979/62937979.webp
2017 Ford Fusion (North America) 2.5L gas,2017 Year 130000 miles Gasoline,13500,USD,Arabkir,1,https://s.list.am/g/423/66145423.webp
2004 Toyota Land Cruiser 4.5L all wheel drive gas,2004 Year 210000 km Gasoline,18700,USD,Avan,1,https://s.list.am/g/182/70196182.webp
2002 Ford Transit pickup 2.4L diesel,2002 Year 289765 km Diesel,8500,USD,Armavir,1,https://s.list.am/g/714/70401714.webp
2012 VAZ (Lada) 2107 1.7L,2012 Year 45890 km Gasoline,3500,USD,Armavir,1,https://s.list.am/g/768/70162768.webp
2016 Chrysler 200 2.4L,2016 Year 145000 km Gasoline,10500,USD,Gyumri,1,https://s.list.am/g/584/51433584.webp
1998 Honda CR-V 2.0L all wheel drive,1998 Year 225000 km Gasoline,6000,USD,Erebuni,1,https://s.list.am/g/448/68421448.webp
2008 Lexus RX 3.5L all wheel drive gas,2008 Year 163500 km Gasoline,15000,USD,Malatia-Sebastia,1,https://s.list.am/g/790/70384790.webp
1999 Opel Vectra 1.6L gas,1999 Year 200000 km Gasoline,4500,USD,Stepanavan,1,https://s.list.am/g/546/70889546.webp
2022 Toyota Camry 2.5L,2022 Year 950 km Gasoline,43500,USD,Gyumri,1,https://s.list.am/g/532/70889532.webp
1996 Ford Transit wagon 2.5L diesel,1996 Year 300000 km Diesel,4000,USD,Erebuni,1,https://s.list.am/g/074/68844074.webp
2005 Mercedes-Benz CLS-Class wagon 5.0L,2005 Year 136000 km Gasoline,4700,USD,Avan,1,https://s.list.am/g/518/69842518.webp
2017 BMW 4 Series 2.0L,2017 Year 61000 miles Gasoline,24800,USD,Kentron,1,https://s.list.am/g/258/70639258.webp
2008 Mercedes-Benz E-Class 3.5L,2008 Year 300000 km Gasoline,11000,USD,Malatia-Sebastia,1,https://s.list.am/g/009/68726009.webp
2013 Toyota Camry 2.5L,2013 Year 155000 miles Gasoline,15700,USD,Kentron,1,https://s.list.am/g/899/70731899.webp
2014 Hyundai Elantra 1.8L gas,2014 Year 100000 km Gasoline,13000,USD,Artashat,1,https://s.list.am/g/004/69997004.webp
2014 Mercedes-Benz S-Class 3.5L,2014 Year 99000 km Gasoline,49700,USD,Kentron,1,https://s.list.am/g/735/68954735.webp
2012 Infiniti FX35 3.5L all wheel drive gas,2012 Year 83000 miles Gasoline,19500,USD,Shengavit,1,https://s.list.am/g/292/70035292.webp
2012 Ford Escape 1.6L all wheel drive,2012 Year 120000 miles Gasoline,11200,USD,Nor Nork,1,https://s.list.am/g/172/68296172.webp
2018 BMW 7 Series 4.4L all wheel drive,2018 Year 52500 miles Gasoline,52000,USD,Kentron,1,https://s.list.am/g/891/69352891.webp
2010 Toyota Camry 2.5L gas,2010 Year 175000 miles Gasoline,11500,USD,Hayanist,1,https://s.list.am/g/255/66486255.webp
2005 Opel Zafira 1.6L gas,2005 Year 250000 km Gasoline,3000000,AMD,Solak,1,https://s.list.am/g/111/60797111.webp
2020 BMW X7 3.0L all wheel drive,2020 Year 16500 miles Gasoline,78500,USD,Kentron,1,https://s.list.am/g/474/70149474.webp
2000 Mercedes-Benz E-Class 3.2L gas,2000 Year 220000 km Gasoline,6700,USD,Echmiadzin,1,https://s.list.am/g/274/68892274.webp
2019 BMW M5 4.4L all wheel drive,2019 Year 30000 miles Gasoline,89000,USD,Kentron,1,https://s.list.am/g/973/69273973.webp
2004 Honda Elysion 2.4L all wheel drive gas,2004 Year 198000 km Gasoline,10000,USD,Echmiadzin,1,https://s.list.am/g/571/70691571.webp
2004 Mercedes-Benz C-Class 2.4L all wheel drive gas,2004 Year 270000 km Gasoline,7500,USD,Katnaghbyur,1,https://s.list.am/g/433/69939433.webp
2016 Nissan Rogue 2.5L,2016 Year 50000 km Gasoline,15500,USD,Ajapnyak,1,https://s.list.am/g/505/70889505.webp
2006 Nissan X-Trail 2.0L all wheel drive gas,2006 Year 150000 km Gasoline,7300,USD,Kentron,1,https://s.list.am/g/466/67774466.webp
2018 Mazda 6 2.5L,2018 Year 66000 km Gasoline,24000,USD,Kentron,1,https://s.list.am/g/337/66782337.webp
1996 Opel Vectra 2.0L gas,1996 Year 320000 km Gasoline,3600,USD,Metsamor,1,https://s.list.am/g/935/70622935.webp
2017 Hyundai Elantra 2.0L,2017 Year 36000 miles Gasoline,14000,USD,Echmiadzin,1,https://s.list.am/g/235/70362235.webp
1999 Mercedes-Benz E-Class 3.2L gas,1999 Year 300000 km Gasoline,5500,USD,Ashtarak,1,https://s.list.am/g/659/65908659.webp
2004 Toyota Alphard 2.4L gas,2004 Year 250000 km Gasoline,10000,USD,Ashtarak,1,https://s.list.am/g/669/68906669.webp
2016 Nissan Rogue 2.5L all wheel drive gas,2016 Year 61000 miles Gasoline,15500,USD,Armavir,1,https://s.list.am/g/416/65426416.webp
1996 Honda CR-V 2.0L all wheel drive gas,1996 Year 388000 km Gasoline,1000000,AMD,Ashtarak,1,https://s.list.am/g/574/64532574.webp
2006 Lexus GX 4.7L all wheel drive gas,2006 Year 235000 km Gasoline,26100,USD,Kentron,1,https://s.list.am/g/951/66517951.webp
2011 VAZ (Lada) 2107 1.7L gas,2011 Year 136000 km Gasoline,4400,USD,Vanadzor,1,https://s.list.am/g/483/70889483.webp
2018 Ford Fusion (North America) 2.5L,2018 Year 85000 km Gasoline,9800,USD,Erebuni,1,https://s.list.am/g/576/70702576.webp
2003 Mercedes-Benz G-Class 5.0L all wheel drive gas,2003 Year 160000 km Gasoline,39000,USD,Malatia-Sebastia,1,https://s.list.am/g/295/67221295.webp
2018 Nissan Sentra 1.8L,2018 Year 47000 miles Gasoline,13000,USD,Armavir,1,https://s.list.am/g/359/68298359.webp
2019 Hyundai Sonata 2.4L,2019 Year 69000 km Gasoline,16500,USD,On The Way,1,https://s.list.am/g/063/70505063.webp
2017 Nissan Rogue 2.5L all wheel drive,2017 Year 64000 miles Gasoline,19500,USD,Armavir,1,https://s.list.am/g/553/69112553.webp
2017 VAZ (Lada) Priora 1.6L gas,2017 Year 67000 km Gasoline,8200,USD,Vanadzor,1,https://s.list.am/g/520/70031520.webp
2008 GAZ (ГАЗ) ГАЗель 2.7L gas,2008 Year 300000 km Gasoline,6500,USD,Davitashen,1,https://s.list.am/g/092/69731092.webp
2002 Mercedes-Benz C-Class 2.0L gas,2002 Year 208000 km Gasoline,6300,USD,Davitashen,1,https://s.list.am/g/262/70212262.webp
2013 Mazda 6 2.5L,2013 Year 115000 miles Gasoline,13800,USD,Malatia-Sebastia,1,https://s.list.am/g/017/66800017.webp
2000 Opel Astra wagon 1.8L gas,2000 Year 320000 km Gasoline,5000,USD,Ashotsk,1,https://s.list.am/g/551/60725551.webp
2008 Nissan Tiida hatchback 1.5L gas,2008 Year 144000 km Gasoline,6300,USD,Malatia-Sebastia,1,https://s.list.am/g/787/68757787.webp
2017 BMW 3 Series 3.0L,2017 Year 115000 km Gasoline,25000,USD,Kanaker-Zeytun,1,https://s.list.am/g/926/67765926.webp
1996 BMW 5 Series 2.8L gas,1996 Year 260000 km Gasoline,4100,USD,Abovian,1,https://s.list.am/g/456/70089456.webp
2007 Porsche Cayenne 4.8L all wheel drive,2007 Year 235000 km Gasoline,13200,USD,Arabkir,1,https://s.list.am/g/858/64727858.webp
2022 Lexus RX 3.5L all wheel drive,2022 Year 1170 km Gasoline,87000,USD,Kentron,1,https://s.list.am/g/153/69061153.webp
2012 Hyundai Tucson 2.4L gas,2012 Year 147000 miles Gasoline,12800,USD,Erebuni,1,https://s.list.am/g/348/70459348.webp
2018 Toyota Fortuner 2.7L all wheel drive,2018 Year 50000 km Gasoline,43000,USD,Davitashen,1,https://s.list.am/g/529/69731529.webp
2021 Lexus NX 2.0L all wheel drive,2021 Year 6300 km Gasoline,48500,USD,Kentron,1,https://s.list.am/g/559/67175559.webp
2016 Genesis G80 3.8L,2016 Year 70000 km Gasoline,26900,USD,Avan,1,https://s.list.am/g/613/69061613.webp
2015 Mercedes-Benz GLE-Class 3.5L all wheel drive,2015 Year 100000 km Gasoline,39000,USD,Avan,1,https://s.list.am/g/014/65961014.webp
2012 Lexus GS 3.5L all wheel drive,2012 Year 225000 km Gasoline,17000,USD,Kentron,1,https://s.list.am/g/514/70280514.webp
1999 Mercedes-Benz C-Class 1.8L gas,1999 Year 400000 km Gasoline,5000,USD,Gyumri,1,https://s.list.am/g/441/70889441.webp
2021 VAZ (Lada) 2121 (4x4) 1.7L all wheel drive,2021 Year 24000 km Gasoline,14200,USD,Avan,1,https://s.list.am/g/438/70889438.webp
2000 Opel Astra hatchback 1.8L gas,2000 Year 300000 km Gasoline,5300,USD,Malatia-Sebastia,1,https://s.list.am/g/431/70889431.webp
1962 GAZ (ГАЗ) 21 Volga 2.4L,1962 Year 97000 km Gasoline,13000,USD,Vanadzor,1,https://s.list.am/g/758/63202758.webp
2002 Mercedes-Benz E-Class 4.7L gas,2002 Year 130000 km Gasoline,8500,USD,Erebuni,1,https://s.list.am/g/237/66638237.webp
2008 Mercedes-Benz E-Class 3.5L all wheel drive gas,2008 Year 20 km Gasoline,10600,USD,Armavir,1,https://s.list.am/g/419/70319419.webp
2002 Mercedes-Benz G-Class 5.0L all wheel drive gas,2002 Year 91000 km Gasoline,16900,USD,Erebuni,1,https://s.list.am/g/182/69234182.webp
2019 Kia Optima 2.4L,2019 Year 42000 miles Gasoline,15500,USD,USA,1,https://s.list.am/g/521/69150521.webp
2006 Nissan Fuga 2.5L gas,2006 Year 182000 km Gasoline,5000,USD,Malatia-Sebastia,1,https://s.list.am/g/128/67038128.webp
2016 Infiniti QX70 3.7L all wheel drive,2016 Year 76000 miles Gasoline,28000,USD,Gyumri,1,https://s.list.am/g/522/69355522.webp
2004 Volkswagen Polo hatchback 1.4L gas,2004 Year 130000 km Gasoline,5300,USD,Ajapnyak,1,https://s.list.am/g/972/69737972.webp
2016 Kia Sportage 2.4L all wheel drive,2016 Year 45000 km Gasoline,18000,USD,Nor Nork,1,https://s.list.am/g/991/70169991.webp
2013 Hyundai Elantra 1.8L gas,2013 Year 105000 miles Gasoline,10000,USD,Ajapnyak,1,https://s.list.am/g/236/70031236.webp
1999 Opel Astra wagon 1.8L gas,1999 Year 310000 km Gasoline,3900,USD,Voskevaz,1,https://s.list.am/g/992/70483992.webp
2019 Mazda CX-9 2.5L all wheel drive,2019 Year 43000 km Gasoline,40500,USD,Avan,1,https://s.list.am/g/341/70230341.webp
2017 Kia Forte 2.0L,2017 Year 71 miles Gasoline,15800,USD,Ajapnyak,1,https://s.list.am/g/710/68762710.webp
1995 Mercedes-Benz C-Class 2.0L gas,1995 Year 395000 km Gasoline,1000000,AMD,Malatia-Sebastia,1,https://s.list.am/g/932/70112932.webp
1995 Mercedes-Benz C-Class 2.8L gas,1995 Year 300000 km Gasoline,5900,USD,Sisian,1,https://s.list.am/g/748/70795748.webp
2008 Toyota Camry 2.4L gas,2008 Year 150000 miles Gasoline,9500,USD,Gyumri,1,https://s.list.am/g/403/70889403.webp
2007 Nissan X-Trail 2.0L all wheel drive gas,2007 Year 149000 km Gasoline,10300,USD,Kapan,1,https://s.list.am/g/891/61482891.webp
2006 Mercedes-Benz C-Class 2.5L gas,2006 Year 185000 miles Gasoline,4200,USD,Shengavit,1,https://s.list.am/g/652/66271652.webp
Համակարգիչհններ ASUS,Electronics For Sale Please Call For Details,35000,AMD,Kentron,2,https://s.list.am/r/308/65988308.webp
Зарядное устройство iPhone (Տուփի մեջից  100% Original)  նաև Անվճար Առաքում,Electronics For Sale Please Call For Details,6000,AMD,Kentron,2,https://s.list.am/r/436/57689436.webp
